split,fold,task,target,feature_set,model,transform,n_features,n_train,n_test,original_n,original_mae,original_rmse,original_r2,original_pearson_r,original_spearman_r,original_bias,modelscale_mae,modelscale_rmse,modelscale_r2,modelscale_pearson_r,modelscale_spearman_r,modelscale_bias,accuracy,balanced_accuracy,macro_f1,experiment_group,experiment_family,validation_design,preset_or_model_config,station_temporal_available
temporal,,regression,SS,S2 + Context,Ridge,log1p,138,276,114,114.0,777.1911858064451,8138.19717437529,-17800.207564912955,0.8963296972120577,0.6093215134340735,759.6415025321262,0.6775831754013505,1.331468501530701,-1.2688805369006126,0.3789270433449497,0.60933272418794,-0.0220765278829338,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,SS,S2 + Context,ElasticNet,log1p,138,276,114,114.0,3102.287487871341,32951.78522526273,-291843.1182356509,0.8958403452535023,0.5550335870259386,3084.9610924821604,0.784567484619983,1.6898178638670616,-2.6545139992214053,0.3023114988440146,0.5550449077167877,-0.0322340539484553,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,SS,S2 + Context,RandomForest,log1p,138,276,114,114.0,17.490043590808153,59.04347303261802,0.0630059363502123,0.2980760071378944,0.7192274925805258,-9.579217912145328,0.4779849879387557,0.6412948215799381,0.4736613017273849,0.6920932918996269,0.7192274925805258,-0.0026599967119123,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,SS,S2 + Context,ExtraTrees,log1p,138,276,114,114.0,17.23562837545993,59.32628130421219,0.0540083525057913,0.276703708599795,0.7184476263394791,-9.08150137490348,0.4617525546786152,0.6488463364110197,0.4611926025849853,0.6806023222963031,0.7184476263394791,0.0160773085946863,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,SS,S2 + Context,XGBoost,log1p,138,276,114,114.0,18.264035153599945,60.3559265565734,0.0208868322708769,0.2238864107897758,0.6903682934371156,-8.948014201904883,0.4828643044982907,0.6818870747770239,0.4049208241488469,0.6397606101218387,0.6903682934371156,-0.0227476808262789,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,SS,S2 + Context,CatBoost,log1p,138,276,114,114.0,17.82943964687649,59.6489714297901,0.0436894060116738,0.260553453360717,0.709952062181695,-9.445269606021704,0.4729165271728926,0.656419285776316,0.4485419249598891,0.6701834978036645,0.709952062181695,-0.0216812301140573,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,SS,S2 + Context,Stacking_RidgeMeta,log1p,138,276,114,114.0,17.03719329272408,52.403625477332966,0.2618991308568327,0.6725564737009906,0.694699040009736,-9.758719015715211,0.470140080937118,0.6187922252359599,0.5099509712294055,0.7164785722373219,0.694699040009736,-0.0346250061077605,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,TCB,S2 + Context,DummyMedian,log1p,138,276,114,114.0,4568.760532830994,9202.026686774125,-0.1090290432234599,1.1960644689008606e-16,,-2885.247870245839,1.496600921700769,1.9312612548509016,-0.0667053639266883,-4.291546295859148e-16,,0.4829466603526022,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,TCB,S2 + Context,Ridge,log1p,138,276,114,114.0,4323.557376042787,8359.858021100807,0.0846783261099528,0.3993472244262654,0.4594964594913328,-2333.011845346764,1.3524280014059264,1.839934251584339,0.031795644900588,0.3987364220823742,0.4594964594913328,-0.0465146031271308,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,TCB,S2 + Context,ElasticNet,log1p,138,276,114,114.0,4146.7428529619065,7747.738819509322,0.2138129484916491,0.5339947057520585,0.4532577212240969,-2309.4734714142337,1.3413056452086634,1.804842582394858,0.068375113507069,0.4131115824902771,0.4532577212240969,-0.0420026087182639,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,TCB,S2 + Context,RandomForest,log1p,138,276,114,114.0,3885.3249052235215,8402.98506615651,0.0752099974404533,0.4211794495837796,0.6658859283059996,-2649.1630694628966,1.0817926740430182,1.443246962428727,0.4042778781088884,0.6550519360378423,0.6658859283059996,0.1361100292732806,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,TCB,S2 + Context,ExtraTrees,log1p,138,276,114,114.0,3948.9208827878615,8566.411781012737,0.038888361613618,0.3539125065768448,0.6461434451157286,-2560.179972821208,1.088913166922023,1.450973809609026,0.3978820556069461,0.6462908713310462,0.6461434451157286,0.1518185042624189,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,TCB,S2 + Context,XGBoost,log1p,138,276,114,114.0,4086.3344862293584,8379.410312452292,0.0803917545910136,0.3915435930303118,0.6321529325775647,-2184.023218404252,1.1186343319334826,1.4824971237162068,0.3714350758839262,0.6122392552628101,0.6321529325775647,0.1079525864500998,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,TCB,S2 + Context,CatBoost,log1p,138,276,114,114.0,4045.339801816541,8475.520323514065,0.0591753621702966,0.3861994589085716,0.6560004893220895,-2584.8173068589867,1.128397759841919,1.4415845486568226,0.4056494608281833,0.6452865150266702,0.6560004893220895,0.1009870155386187,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,TCB,S2 + Context,Stacking_RidgeMeta,log1p,138,276,114,114.0,4005.266933530313,8524.368476333884,0.0482993378780891,0.4995248781915616,0.6433120801543953,-3000.924396618016,1.1419806575414362,1.4629818131019017,0.3878747730440781,0.6537664182250779,0.6433120801543953,0.0821407405529631,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,FCB,S2 + Context,DummyMedian,log1p,138,276,114,114.0,1571.8274316473146,3387.4677497055336,-0.1475477542302365,5.4873769906492056e-17,,-1214.663796422861,1.6635378740521922,2.0712894890048563,-0.0197285478089652,,,0.2881018663768442,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,FCB,S2 + Context,Ridge,log1p,138,276,114,114.0,1403.0002806454963,2945.157230186939,0.1325640862330851,0.5206192202993127,0.4270726248593926,-1000.419764658617,1.6810031891404449,2.73263652194201,-0.7748706672154297,0.1805041336693838,0.427215626848428,-0.2796518512209358,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,FCB,S2 + Context,ElasticNet,log1p,138,276,114,114.0,1463.6087725609962,2987.519523296194,0.1074307248470266,0.4734497762762009,0.3947531772921622,-978.98921749208,1.7324353437311644,2.660631442360207,-0.6825671800705406,0.2032646884981282,0.3948962447304195,-0.3405057812059979,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,FCB,S2 + Context,RandomForest,log1p,138,276,114,114.0,1381.535208608394,3175.395631361874,-0.0083611731671502,0.3986583381147205,0.5475126223081098,-1105.3229566037437,1.2930686777513338,1.6752099542582928,0.3329759928476619,0.5827037150936042,0.5475126223081098,0.0166715017365067,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,FCB,S2 + Context,ExtraTrees,log1p,138,276,114,114.0,1383.0223597669572,3155.5785749658294,0.004185544298037,0.4107516950843308,0.5677309793472,-1064.5405723399997,1.2292379987883826,1.6426366274078483,0.3586634664272167,0.6029743795549735,0.5677309793472,0.0604514201362965,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,FCB,S2 + Context,XGBoost,log1p,138,276,114,114.0,1404.102885756278,3133.538862498759,0.0180472303275814,0.3386680463397523,0.5743285911450831,-982.7840898885008,1.2771611662553966,1.6734057985464652,0.3344119527362865,0.5789972172671589,0.5743285911450831,0.0543645156697529,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,FCB,S2 + Context,CatBoost,log1p,138,276,114,114.0,1364.5690053016804,3058.423635491516,0.0645604850979121,0.4940771058965159,0.5712486249495111,-1036.3959439999323,1.2886355523647888,1.658493540391108,0.3462216362971538,0.5940805225200706,0.5712486249495111,0.08153195918346,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,regression,FCB,S2 + Context,Stacking_RidgeMeta,log1p,138,276,114,114.0,1384.6651515495262,3149.0341267882063,0.0083117594988656,0.4930214187625007,0.5633096068217145,-1121.2732598132718,1.2818109301659912,1.668671260328614,0.3381728984175607,0.5920045607344602,0.5633096068217145,0.041758009466102,,,,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,classification,NH3_3class,S2 + Context,DummyMostFrequent,,138,276,114,,,,,,,,,,,,,,0.3596491228070175,0.3333333333333333,0.1763440860215054,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,classification,NH3_3class,S2 + Context,Logistic,,138,276,114,,,,,,,,,,,,,,0.4473684210526316,0.4199433156361024,0.4175670677625886,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,classification,NH3_3class,S2 + Context,RandomForest,,138,276,114,,,,,,,,,,,,,,0.4561403508771929,0.4082338695727383,0.3245014245014245,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,classification,NH3_3class,S2 + Context,ExtraTrees,,138,276,114,,,,,,,,,,,,,,0.4824561403508772,0.4352387795563717,0.3684614762713234,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,classification,NH3_3class,S2 + Context,XGBoost,,138,276,114,,,,,,,,,,,,,,0.4210526315789473,0.3835176240469443,0.3146807440925088,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,classification,NH3_3class,S2 + Context,CatBoost,,138,276,114,,,,,,,,,,,,,,0.4298245614035088,0.3879951565473101,0.2920950801547816,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,classification,NH3_3class,S2 + Context,Stacking_LogisticMeta,,138,276,114,,,,,,,,,,,,,,0.4035087719298245,0.3813287560044176,0.3479027615077959,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,classification,NH3_binary,S2 + Context,DummyMostFrequent,,138,276,114,,,,,,,,,,,,,,0.3596491228070175,0.5,0.2645161290322581,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,classification,NH3_binary,S2 + Context,Logistic,,138,276,114,,,,,,,,,,,,,,0.5350877192982456,0.5300701637153358,0.5218045112781955,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,classification,NH3_binary,S2 + Context,RandomForest,,138,276,114,,,,,,,,,,,,,,0.5964912280701754,0.668894086201136,0.5944942777605939,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,classification,NH3_binary,S2 + Context,ExtraTrees,,138,276,114,,,,,,,,,,,,,,0.6140350877192983,0.6825927163381222,0.6129629629629629,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,classification,NH3_binary,S2 + Context,XGBoost,,138,276,114,,,,,,,,,,,,,,0.5,0.5614767791513532,0.4981076697304395,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,classification,NH3_binary,S2 + Context,CatBoost,,138,276,114,,,,,,,,,,,,,,0.5175438596491229,0.5858670230537921,0.5145180023228804,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
temporal,,classification,NH3_binary,S2 + Context,Stacking_LogisticMeta,,138,276,114,,,,,,,,,,,,,,0.5614035087719298,0.6254594052789842,0.5601851851851852,Manual baseline/stacking: temporal,Manual baseline + stacking,temporal train 2562-2566 test 2567-2568,Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,False
station_temporal,1.0,regression,DO,S2 only,DummyMedian,raw,32,187,38,38.0,1.045526315789474,1.4251029510363915,-0.0651177049838958,5.247239371461093e-16,,0.352368421052632,1.045526315789474,1.4251029510363915,-0.0651177049838958,5.247239371461093e-16,,0.352368421052632,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,regression,DO,S2 only,Ridge,raw,32,187,38,38.0,0.9852737122046668,1.330598876186481,0.071462538987702,0.2862461835228982,0.3331691691517996,0.0931904434983954,0.9852737122046668,1.330598876186481,0.071462538987702,0.2862461835228982,0.3331691691517996,0.0931904434983954,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,regression,DO,S2 only,ElasticNet,raw,32,187,38,38.0,1.0038026336543175,1.3558253765779746,0.03592095896422,0.2610066776802917,0.299677130465712,0.1126187847748616,1.0038026336543175,1.3558253765779746,0.03592095896422,0.2610066776802917,0.299677130465712,0.1126187847748616,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,regression,DO,S2 only,RandomForest,raw,32,187,38,38.0,0.9540516766447712,1.2825224098807246,0.1373491594175985,0.377030814309657,0.5262409215774813,0.067558635173982,0.9540516766447712,1.2825224098807246,0.1373491594175985,0.377030814309657,0.5262409215774813,0.067558635173982,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,regression,DO,S2 only,ExtraTrees,raw,32,187,38,38.0,0.968139097744362,1.382591030261323,-0.0025189603650659,0.2530660744763067,0.4129590260215966,0.1936363408521311,0.968139097744362,1.382591030261323,-0.0025189603650659,0.2530660744763067,0.4129590260215966,0.1936363408521311,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,regression,DO,S2 only,XGBoost,raw,32,187,38,38.0,1.070132105475978,1.3544637533938717,0.0378563899324524,0.3539078635493372,0.531604025811528,-0.1360239244762219,1.070132105475978,1.3544637533938717,0.0378563899324524,0.3539078635493372,0.531604025811528,-0.1360239244762219,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,regression,DO,S2 only,CatBoost,raw,32,187,38,38.0,1.0085901476020969,1.342765150761935,0.0544048245935958,0.3246327992269734,0.5204400129161654,0.0443411053839106,1.0085901476020969,1.342765150761935,0.0544048245935958,0.3246327992269734,0.5204400129161654,0.0443411053839106,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,regression,DO,S2 only,Stacking_RidgeMeta,raw,32,187,38,38.0,1.0073790203796786,1.3823778794082977,-0.0022098721458814,0.1622308819475408,0.2341159174821614,0.1715205938202754,1.0073790203796786,1.3823778794082977,-0.0022098721458814,0.1622308819475408,0.2341159174821614,0.1715205938202754,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,regression,BOD,S2 only,DummyMedian,raw,32,187,38,38.0,0.7263157894736842,1.132997886373278,-0.2547655150005417,-3.0040846072141376e-16,,-0.5105263157894736,0.7263157894736842,1.132997886373278,-0.2547655150005417,-3.0040846072141376e-16,,-0.5105263157894736,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,regression,BOD,S2 only,Ridge,raw,32,187,38,38.0,0.6323756454172509,0.9770235606859642,0.06692952245503,0.4587504563247256,0.5307752902411833,-0.3231625156631075,0.6323756454172509,0.9770235606859642,0.06692952245503,0.4587504563247256,0.5307752902411833,-0.3231625156631075,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,regression,BOD,S2 only,ElasticNet,raw,32,187,38,38.0,0.6401063865126846,0.9649491152170272,0.0898495262106505,0.4257997863720514,0.4118500288477474,-0.2852185337087985,0.6401063865126846,0.9649491152170272,0.0898495262106505,0.4257997863720514,0.4118500288477474,-0.2852185337087985,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,regression,BOD,S2 only,RandomForest,raw,32,187,38,38.0,0.579330867941582,0.9199904910055676,0.172684707629751,0.5465826201301998,0.6204080748891879,-0.2671697744819926,0.579330867941582,0.9199904910055676,0.172684707629751,0.5465826201301998,0.6204080748891879,-0.2671697744819926,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,regression,BOD,S2 only,ExtraTrees,raw,32,187,38,38.0,0.6027944862155385,0.9589343629383172,0.101160523164102,0.408709144034144,0.5146479715835863,-0.2569348370927315,0.6027944862155385,0.9589343629383172,0.101160523164102,0.408709144034144,0.5146479715835863,-0.2569348370927315,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,regression,BOD,S2 only,XGBoost,raw,32,187,38,38.0,0.5755671629780217,0.8844554329180989,0.23536128553173,0.5198979449036565,0.5466831895973163,-0.1755697755437148,0.5755671629780217,0.8844554329180989,0.23536128553173,0.5198979449036565,0.5466831895973163,-0.1755697755437148,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,regression,BOD,S2 only,CatBoost,raw,32,187,38,38.0,0.5959168716164022,0.9261583232135094,0.1615544906411375,0.459713335377976,0.531323838494843,-0.2165133295034116,0.5959168716164022,0.9261583232135094,0.1615544906411375,0.459713335377976,0.531323838494843,-0.2165133295034116,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,regression,BOD,S2 only,Stacking_RidgeMeta,raw,32,187,38,38.0,0.6371491363008066,0.9975921642945478,0.027229406529463,0.4781176452932963,0.5262771945611732,-0.3328489990888562,0.6371491363008066,0.9975921642945478,0.027229406529463,0.4781176452932963,0.5262771945611732,-0.3328489990888562,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
station_temporal,1.0,regression,Turbidity,S2 only,DummyMedian,log1p,32,187,38,38.0,43.27921052631579,90.57533289448828,-0.2350767047049637,,,-39.51552631578948,1.027847926604234,1.298418654168259,-0.295721081930212,,,-0.620297637419544,,,,Manual baseline/stacking: station-temporal,Manual baseline + stacking,"station-temporal folds: train 2562-2566 train stations, test 2567-2568 held-out stations",Numeric-only sklearn-style pipeline; imputer median; Ridge/ElasticNet scaled; RF/ExtraTrees; XGBoost; CatBoost; stacking with OOF meta model,True
